PK	NOMBRE	DESCRIPCION-ENTIDAD	HORARIO	EQUIPAMIENTO	TRANSPORTE	DESCRIPCION	ACCESIBILIDAD	CONTENT-URL	NOMBRE-VIA	CLASE-VIAL	TIPO-NUM	NUM	PLANTA	PUERTA	ESCALERAS	ORIENTACION	LOCALIDAD	PROVINCIA	CODIGO-POSTAL	BARRIO	DISTRITO	COORDENADA-X	COORDENADA-Y	LATITUD	LONGITUD	TELEFONO	FAX	EMAIL	TIPO	
11353987	Instalaci�n Deportiva  B�sica Embalse de San Juan			Pista de baloncesto. Pista de f�tbol sala.	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa29f533a3468710VgnVCM1000001d4a900aRCRD	EMBALSE DE SAN JUAN	CALLE	V	1					MADRID	MADRID	28051	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	449213	4468179	40.36264285659688	-3.5981484314802064				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
6344681	Instalaci�n Deportiva B�sica Alto del Retiro			Pista polideportiva (marcajes de f�tbol sala y balonmano) Pista baloncesto	Metro: Las Suertes		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a7c2150461f5310VgnVCM1000000b205a0aRCRD	ALTO DEL RETIRO	CALLE	V	13				c/v calle Antonio Gades	MADRID	MADRID	28051	CASCO H.VALLECAS	VILLA DE VALLECAS	450057	4468715	40.36751469466709	-3.588264644913803				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11350944	Instalaci�n Deportiva B�sica Avenida de Cerro Milano			Pista de minibaloncesto. Pista de minif�tbol	Metro: CongostoBus: 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ccd112cde58710VgnVCM1000001d4a900aRCRD	CERRO MILANO	AVENIDA	V	1					MADRID	MADRID	28051	CASCO H.VALLECAS	VILLA DE VALLECAS	447502	4468855	40.36861899124304	-3.618356801446381				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11350990	Instalaci�n Deportiva B�sica Avenida de las Suertes			Pista de baloncesto. Pista polideportiva (marcajes de f�tbol sala y voleibol).	Metro: Las Suertes		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b777d112cde58710VgnVCM1000001d4a900aRCRD	avenida de las Suertes	AVENIDA	V						MADRID	MADRID	28051	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	448037	4469037	40.370297266524084	-3.6120673755658				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11350948	Instalaci�n Deportiva B�sica Avenida del Ensanche de Vallecas			Pista de minibaloncesto. Pista de minif�tbol. Pista de skate.	Metro: Las Suertes		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=867fd112cde58710VgnVCM1000001d4a900aRCRD	ENSANCHE DE VALLECAS	AVENIDA	V	11					MADRID	MADRID	28051	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	448037	4469037	40.370297266524084	-3.6120673755658				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11350970	Instalaci�n Deportiva B�sica Avenida del Mediterr�neo			Mini pista de patinaje			0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e52d112cde58710VgnVCM1000001d4a900aRCRD	LUIS MITJANS	INST. DEPORTIVA BASICA	T						MADRID	MADRID			DISTRITO	443104	4472511	40.40126476374574	-3.670479840720475				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4540130	Instalaci�n Deportiva B�sica Camino de la Suerte			Campo de f�tbol 11 de c�sped artificial.  Campo de f�tbol 7 de tierra (pr�ximamente de c�sped artificial).	Metro: CongostoBus: 54 , 142.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a6fd908b7551110VgnVCM1000000b205a0aRCRD	SUERTE	CAMINO	V	25					MADRID	MADRID	28031	CASCO H.VALLECAS	VILLA DE VALLECAS	447596	4469654	40.375813783817236	-3.617327043456161				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4540101	Instalaci�n Deportiva B�sica Circuito de Automodelismo			Circuito de automodelismo	Metro: CongostoBus: 54 , 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee0b2e617551110VgnVCM1000000b205a0aRCRD	NAVAMURES	CALLE	V	2					MADRID	MADRID	28031	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	446796	4469329	40.3728517892704	-3.6267051095385274				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4538536	Instalaci�n Deportiva B�sica Colonia Vilda			2 Pistas polideportivas, (marcajes de f�tbol sala y balonmano y 2 baloncestos transversales).	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617f55fdb3b41110VgnVCM1000000b205a0aRCRD	PUENTELARRA	CALLE	V	1				c/v Avda. Sta. Eugenia	MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	448172	4470286	40.38154336396018	-3.6105817910016826				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11352297	Instalaci�n Deportiva B�sica Eduardo Chillida			Pista de minibaloncesto y minif�tbol.	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c981763979368710VgnVCM1000001d4a900aRCRD	EDUARDO CHILLIDA	CALLE	V	1					MADRID	MADRID	28051	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	450323	4468214	40.36302244550467	-3.585074019427532				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
10927053	Instalaci�n Deportiva B�sica Jardines de Jos� Luis Sampedro (junto al Centro Cultural Galileo)			Circuito de bicicletas	Metro: Quevedo, Moncloa Bus: 2, 12, 202		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6de45fd3c7e9610VgnVCM1000001d4a900aRCRD	JOSE LUIS SAMPEDRO	JARDIN	T						MADRID	MADRID			DISTRITO	439710	4476155	40.433860781133276	-3.7108172940093223					 
10925321	Instalaci�n Deportiva B�sica Jardines del Teniente Alcalde			Pista polideportiva Pista de hockey �rea multideportiva infantil	Metro: Islas Filipinas, Canal Bus: 2, 12, 202		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59182c579bdd9610VgnVCM2000001f4a900aRCRD	Jardines del Teniente Alcalde	CALLE	V	49					MADRID	MADRID	28003	VALLEHERMOSO	CHAMBERI	440261	4476761	40.43935627177327	-3.704371546221416					 
4538305	Instalaci�n Deportiva B�sica La Uni�n			Unidades deportivas cubiertas:  4 Pistas de p�del.    Unidades deportivas al aire libre:  Campo de f�tbol 11 de c�sped artificial.	Bus: 58 , 63 , 145		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=773aaae91fa41110VgnVCM1000000b205a0aRCRD	ENRIQUE GARCIA ALVAREZ	CALLE	V	58				c/v Diego Olivera Victorio, 1	MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	447810	4470500	40.383448627578446	-3.6148637823176353				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4538164	Instalaci�n Deportiva B�sica Nuestra Se�ora de la Torre			2 Campos de F�tbol (c�sped artificial)	Metro: Villa de VallecasBus: 54 , 58 , 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=de89a56418a41110VgnVCM1000000b205a0aRCRD	PUERTO DE REINOSA	TRAVESIA	V	2					MADRID	MADRID	28031	CASCO H.VALLECAS	VILLA DE VALLECAS	447705	4469952	40.37850528372228	-3.6160557738839376				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4539403	Instalaci�n Deportiva B�sica P.A.R. Castrillo de Aza			Pista de baloncesto	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a554a9b438051110VgnVCM1000000b205a0aRCRD	SANTA EUGENIA	AVENIDA	V	1					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	448343	4470808	40.38626820789469	-3.6086007213101885				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11354193	Instalaci�n Deportiva B�sica Parkour			Circuito de parkour. Circuito de calistenia. Pista de minibaloncesto. Pista de patinaje.	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=371ef533a3468710VgnVCM1000001d4a900aRCRD	LA GAVIA	AVENIDA	V	39					MADRID	MADRID	28051	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	447918	4469016	40.37009915307182	-3.6134620847270176				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
5542270	Instalaci�n Deportiva B�sica Parque Real de Arganda			1 Pista de f�tbol sala.	Metro: Villa de VallecasBus: 58		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c497740efc26210VgnVCM1000000b205a0aRCRD	REAL DE ARGANDA	CALLE	V	45					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	447786	4470059	40.37949103344629	-3.6150999353765094				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4539259	Instalaci�n Deportiva B�sica Parque Santa Eugenia			Pista de skate	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2204a086b3051110VgnVCM1000000b205a0aRCRD	ZAZUAR	CALLE	V	12					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	448352	4470258	40.38131130575197	-3.608459149580722				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11358733	Instalaci�n Deportiva B�sica Parque Villa de Vallecas			Pista de f�tbol sala. 2 Pistas de baloncesto (transversales). Pista de skate.	Metro: CongostoBus: 54 , 130 , 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a14291fa9288710VgnVCM1000001d4a900aRCRD	PUERTO DE PORZUNA	CALLE	V	50					MADRID	MADRID	28031	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	446909	4469321	40.37277996162931	-3.6253783281885656				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
10923929	Instalaci�n Deportiva B�sica Parque de Enrique Herreros			Pista de baloncesto	Metro: Islas Filipinas, Canal Bus: 2, 12, 202		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1aa8cde26f7d9610VgnVCM1000001d4a900aRCRD	BRAVO MURILLO	CALLE	V	49					MADRID	MADRID	28003	VALLEHERMOSO	CHAMBERI	440261	4476761	40.43935627177327	-3.704371546221416					 
11360319	Instalaci�n Deportiva B�sica Parque del Cementerio			Pista polideportiva (marcajes de f�tbol sala y 2 baloncestos transversales). Pista de f�tbol sala.	Metro: Villa de VallecasBus: 54 , 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd020c3bf9f98710VgnVCM2000001f4a900aRCRD	MONTES DE BARBANZA	CALLE	V	15					MADRID	MADRID	28031	CASCO H.VALLECAS	VILLA DE VALLECAS	447495	4469796	40.37710310380217	-3.6185063391325323				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
11358753	Instalaci�n Deportiva B�sica Parroquia Santa Eugenia			Pista de f�tbol sala	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4291fa9288710VgnVCM1000001d4a900aRCRD	VIRGEN DE LAS VI&amp;Ntilde;AS	CALLE	V	15					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	448367	4470121	40.38008195615357	-3.608267379645755				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11358766	Instalaci�n Deportiva B�sica Pe�aranda de Bracamonte			Pista de baloncesto. Pista polideportiva (marcajes de f�tbol sala y balonmano).	Metro: CongostoBus: 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52e5291fa9288710VgnVCM1000001d4a900aRCRD	PE�ARANDA DE BRACAMONTE	CALLE	V	4					MADRID	MADRID	28051	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	448710	4469592	40.37533906377627	-3.604183911642277				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11358784	Instalaci�n Deportiva B�sica Pista de Patinaje			Pista de patinaje	Metro: CongostoBus: 54 , 130 , 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a96291fa9288710VgnVCM1000001d4a900aRCRD	PUERTO DE PORZUNA	CALLE	V	0					MADRID	MADRID	28031	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	446909	4469321	40.37277996162931	-3.6253783281885656				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje	 
4540082	Instalaci�n Deportiva B�sica Poza de la Sal			Pista de baloncesto	Bus: 58 , 63 , 145		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94376b6506551110VgnVCM1000000b205a0aRCRD	POZA DE LA SAL	CALLE	V	2					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	448816	4470012	40.37912373319082	-3.6029851282692733				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4539953	Instalaci�n Deportiva B�sica Puentelarra			Pista de baloncesto 3 x 3	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2716c39144551110VgnVCM1000000b205a0aRCRD	PUENTELARRA	CALLE	V	12					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	448296	4470473	40.38324470241852	-3.6091362899378696				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11358829	Instalaci�n Deportiva B�sica Puerto Lumbreras			Pista de baloncesto*	Metro: CongostoBus: 54 , 130 , 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89596635ec288710VgnVCM1000001d4a900aRCRD	POZA DE LA SAL	INST. DEPORTIVA BASICA	T						MADRID	MADRID			DISTRITO	448810	4470032	40.37930773206432	-3.603034130954479				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
6344730	Instalaci�n Deportiva B�sica Roc�dromo			Pista skate Boulder Monolito	Metro: Las Suertes		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2f8d4eb171f5310VgnVCM1000000b205a0aRCRD	LA GAVIA	AVENIDA	V	4				c/v Avenida Cerro Milano	MADRID	MADRID	28051	CASCO H.VALLECAS	VILLA DE VALLECAS	448309	4469756	40.37678620920142	-3.608936762154641				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
10520719	Instalaci�n Deportiva B�sica Sala Municipal de Esgrima	La instalaci�n cuenta con una superficie de 1.000 metros cuadrados. Su acceso principal se encuentra en la Avenida Islas Filipinas, acceso que permite la entrada a trav�s del arco del antiguo Estadio Vallehermoso a la puerta principal. As� mismo cuenta con un vest�bulo (oficina de recepci�n-informaci�n), un despacho de direcci�n t�cnica, un secadero, vestuarios femenino y masculino, taller de reparaci�n y mantenimiento, y 20 pistas, de las cuales 16 son reglamentarias de 14 metros x 1,5 metros, m�s 4 pistas de entrenamiento de 14 metros x 1 metro, todas ellas con sus correspondientes aparatos de se�alizaci�n el�ctrica.		Taller de reparaci�n y mantenimiento 16 pistas reglamentarias de 14 x 1,5 metros 4 pistas de entrenamiento de 14 x 1 metro	Metro: Islas Filipinas, Canal Bus: 2, 12, 202		1	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9868ed21b192f510VgnVCM1000001d4a900aRCRD	FILIPINAS	AVENIDA	V	7					MADRID	MADRID	28003	VALLEHERMOSO	CHAMBERI	439868	4476906	40.440630566426094	-3.7090297189969363					 
11359398	Instalaci�n Deportiva B�sica Santa Eugenia			2 Campos de f�tbol (c�sped artificial)	Bus: 58 , 63 , 145Renfe: Santa Eugenia		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a57671143788710VgnVCM1000001d4a900aRCRD	CERRO DE ALMODOVAR	CALLE	V	11					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	448941	4470114	40.38004993117393	-3.6015066796262865				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
11358863	Instalaci�n Deportiva B�sica Skate Real de Arganda			Bowl Pista de skate	Metro: Villa de VallecasBus: 58		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa2a6635ec288710VgnVCM1000001d4a900aRCRD	REAL DE ARGANDA	CALLE	V	49					MADRID	MADRID	28031	SANTA EUGENIA	VILLA DE VALLECAS	447786	4470059	40.37949103344629	-3.6150999353765094				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11358872	Instalaci�n Deportiva B�sica Stela Maris			Pista de minibaloncesto y minif�tbol	Metro: CongostoBus: 142		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=346a6635ec288710VgnVCM1000001d4a900aRCRD	PE�ARANDA DE BRACAMONTE	CALLE	V	4					MADRID	MADRID	28051	ENSANCHE DE VALLECAS	VILLA DE VALLECAS	448710	4469592	40.37533906377627	-3.604183911642277				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4642625	Instalaci�n Deportiva Municipal B�sica Abrantes - Colonia Vel�zquez			1 Campo de f�tbol	Metro: Pan Bendito, San Francisco.Bus: 47 , 108 , 118 , 121 , 131 , 155.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06d068171cef4110VgnVCM1000000b205a0aRCRD	ABRANTES	AVENIDA	V	297					MADRID	MADRID	28025	ABRANTES	CARABANCHEL	437625	4469626	40.37480368698169	-3.734643175737238				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4554452	Instalaci�n Deportiva Municipal B�sica Alameda de Osuna I			2 Pistas de Baloncesto	Metro: El Capricho.Bus: 77 , 101 , 112 , 114 , 115 , 151.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3560735dead1110VgnVCM1000000b205a0aRCRD	BALANDRO	CALLE	V	1					MADRID	MADRID	28042	ALAMEDA DE OSUNA	BARAJAS	449924	4478011	40.451251451000815	-3.5905626839548366				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4555959	Instalaci�n Deportiva Municipal B�sica Alas			1 Pista de f�tbol sala1 Pista de baloncesto4 Pistas de petanca	Metro: BarajasBus: 101 , 105 , 115 , 151		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d67d5c51350e1110VgnVCM1000000b205a0aRCRD	ALAS	CALLE	V	2					MADRID	MADRID	28042	TIMON	BARAJAS	450428	4480316	40.472046513237736	-3.5847993053542355				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4557041	Instalaci�n Deportiva Municipal B�sica Albaic�n			1 Pista de baloncesto	Bus: 60 , 76 , 78 , 81 , 116.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e518d498a5e1110VgnVCM1000000b205a0aRCRD	ALBAICIN	CALLE	V	19				Orcasur	MADRID	MADRID	28041	ORCASUR	USERA	440477	4469068	40.36818417178253	-3.7023924767814074				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4557439	Instalaci�n Deportiva Municipal B�sica Albaida			1 Patin�dromo	Metro: Simancas , San BlasBus: 38 , 48		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=040cbad143ae1110VgnVCM1000000b205a0aRCRD	ALBAIDA	CALLE	V	S/N				Parque de San Blas	MADRID	MADRID	28037	HELLIN	SAN BLAS-CANILLEJAS	447522	4475904	40.430241502639134	-3.619981910665231				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje	 
4528002	Instalaci�n Deportiva Municipal B�sica Alcalde Mart�n de Alzaga			1 Pista de baloncesto	Metro: ValdezarzaBus: 64, 126, 127, 132		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4257664d01ef0110VgnVCM1000000b205a0aRCRD	ALCALDE MARTIN DE ALZAGA	CALLE	V	S/N					MADRID	MADRID	28039	VALDEZARZA	MONCLOA-ARAVACA	439396	4479597	40.46295611393323	-3.7161291203374565				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4557476	Instalaci�n Deportiva Municipal B�sica Alerce			1 Pista polideportiva	Bus:  23 , 76 , 78 , 116 , 123.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42ae586285ae1110VgnVCM1000000b205a0aRCRD	ALERCE	CALLE	V	31				Junto M-40	MADRID	MADRID	28041	ORCASUR	USERA	441064	4468717	40.365063948772985	-3.695446430865286				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4527220	Instalaci�n Deportiva Municipal B�sica Alfonso XIII			2 pistas de baloncesto.1 pista de patinaje.2 campos de bolos y petanca.	Bus: 7 , 11 , 40 , 52 , 87		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea63124827ee0110VgnVCM1000000b205a0aRCRD	ALFONSO XIII	AVENIDA	V	136				c/v Santa Mar�a Magdalena, 2	MADRID	MADRID	28016	NUEVA ESPA�A	CHAMARTIN	443267	4479019	40.45990434942118	-3.669142805075655				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje	 
4556014	Instalaci�n Deportiva Municipal B�sica Alhaur�n			1 Pista de baloncesto1 Campo de f�tbol 7 (de tierra)	Metro: Barajas.Bus: 105 , 115 , 151.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=acda62a9470e1110VgnVCM1000000b205a0aRCRD	ALHAURIN	CALLE	V	4					MADRID	MADRID	28042	TIMON	BARAJAS	450357	4480479	40.47351067334567	-3.585649589064375				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4542702	Instalaci�n Deportiva Municipal B�sica Alic�n			1 Pista de baloncesto.	Metro: ManoterasBus: 7 , 29 , 129		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c4d7e93dee61110VgnVCM1000000b205a0aRCRD	ALICUN	CALLE	V	24					MADRID	MADRID	28033	APOSTOL SANTIAGO	HORTALEZA	444053	4481394	40.47947157886463	-3.6613616462578946				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4542003	Instalaci�n Deportiva Municipal B�sica Aliseda			Superficie: 700 M2  Equipamientos: 1 Pista polideportiva	Metro: San Francisco.Bus: 47 , 108 , 118		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5e92f9841a61110VgnVCM1000000b205a0aRCRD	ALISEDA	CALLE	V	0				c/v Real Betis	MADRID	MADRID	28025	PUERTA BONITA	CARABANCHEL	437017	4469768	40.3761084833036	-3.74193729795335				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4548436	Instalaci�n Deportiva Municipal B�sica Almudena			1 Campo de f�tbol1 Pista polideportiva	Bus: 70 , 106		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6ed945136891110VgnVCM1000000b205a0aRCRD	NICOLAS SALMERON	CALLE	V	8					MADRID	MADRID	28017	PUEBLO NUEVO	CIUDAD LINEAL	446692	4474672	40.41909002674735	-3.6296630675589197				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
