PK	NOMBRE	DESCRIPCION-ENTIDAD	HORARIO	EQUIPAMIENTO	TRANSPORTE	DESCRIPCION	ACCESIBILIDAD	CONTENT-URL	NOMBRE-VIA	CLASE-VIAL	TIPO-NUM	NUM	PLANTA	PUERTA	ESCALERAS	ORIENTACION	LOCALIDAD	PROVINCIA	CODIGO-POSTAL	BARRIO	DISTRITO	COORDENADA-X	COORDENADA-Y	LATITUD	LONGITUD	TELEFONO	FAX	EMAIL	TIPO	
7876	Consulado de El Salvador				Metro: Gregorio Mara��n (l�neas 7, 10), Rub�n Dar�o (l�nea 5), N��ez de Balboa (l�nea 5 y 9).  Bus: 16, 19, 51, 9, 61, 14, 150, 27, 45, 12, 147, 40, 7.  Bicimad: Estaci�n 141 (paseo de la Castellana, 43).  Aparcamiento: Serrano I (62), calle Serrano entre Heramnos Becquer y Marqu�s de Villamejor.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57cdf3216571c010VgnVCM1000000b205a0aRCRD	GENERAL ORAA	CALLE	V	9	5	Interior Izquierda			MADRID	MADRID	28006	CASTELLANA	SALAMANCA	441727	4476424	40.43642084178578	-3.687067152583129	915 612 524	915 644 256	acanosa@rree.gob.sv	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7049816	Consulado de Etiop�a				Metro: Retiro (l�nea 2), Pr�ncipe de Vergara (l�neas 2, 9), Vel�zquez (l�nea 4), Serrano (l�nea 4).  Bus: 1, 19, 51, 74, 9, 2, 20, 28, 146, 15, 52.  Cercan�as Renfe: Recoletos (l�neas C1, C2, C7, C8, C10).  Bicimad: Estaci�n 102 (calle Alcal�, 95).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=874ef038b71ff310VgnVCM1000000b205a0aRCRD	VELAZQUEZ	CALLE	V	3	4				MADRID	MADRID	28001	RECOLETOS	SALAMANCA	441920	4474765	40.42148926032306	-3.6846401694200934	917 810 726	915 779 956	info@conshonethiopie-madrid.org	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7938	Consulado de Francia				Metro: Col�n (l�nea 4).  Bus: 37, 14, 150, 27, 45, 5, 53, 21, C03.  Cercan�as Renfe: Recoletos (l�neas C1, C2, C7,C8, C10).  Bicimad: Estaciones 10 (calle Marqu�s de la Ensenada, 16), 26 (plaza de las Salesas, 7).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9ddf3216571c010VgnVCM1000000b205a0aRCRD	MARQUES DE LA ENSENADA	CALLE	V	10		C			MADRID	MADRID	28004	JUSTICIA	CENTRO	441266	4475103	40.424488220772155	-3.692380132628246	917 007 800	917 007 801		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7049929	Consulado de Gambia				Metro: Estaci�n del Arte (l�nea 1). Bus: 19. Cercan�as Renfe: Atocha (l�neas C1, C2, C3, C4, C5, C7, C8, C10). Bicimad: Estaci�n 68 (calle Espalter, 1).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2127f038b71ff310VgnVCM1000000b205a0aRCRD	ALFONSO XII	CALLE	V	46					MADRID	MADRID	28014	LOS JERONIMOS	RETIRO	441538	4473783	40.4126161626266	-3.6890525764985806	914 203 517	914 200 886		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
11286783	Consulado de Islandia						3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a86f06eec566710VgnVCM2000001f4a900aRCRD	POLLENSA	CALLE	V	2	2	Oficina 17			LAS ROZAS DE MADRID	MADRID	28290	RECOLETOS						915 904 539 / 607 412 988		Icelandic.consulate.madrid@gmail.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7843901	Consulado de Jamaica				Metro: Banco de Espa�a (l�nea 2).  Bus: 19.  Bicimad: Estaci�n 65 (calle Antonio Maura, 15).  Aparcamiento: Montalb�n (49), calle Montalb�n entre calle Alnfosn XI y paseo del Prado.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1400e05e0a60b410VgnVCM2000000c205a0aRCRD	JUAN DE MENA	CALLE	V	6	Bajo	A			MADRID	MADRID	28014	LOS JERONIMOS	RETIRO	441374	4474297	40.4172349956707	-3.691032771246455	915 766 138			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
169906	Consulado de Macedonia				Metro: Valdeacederas (l�nea 1), Plaza de Castilla (l�nea 1, 9, 10).  Bus: 149, 147, 27, 5.  Aparcamiento: calle Jos� Cast�n Tobe�as (30).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5d6085f5181c010VgnVCM1000000b205a0aRCRD	CAPITAN HAYA	CALLE	V	60	6				MADRID	MADRID	28020	CASTILLEJOS	TETUAN	441379	4479388	40.46310214118726	-3.691439378838705	915 706 641			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
10197959	Consulado de Mali				Metro: Alonso Mart�nez (l�nea 4, 5, 10), Iglesia (l�nea 1), Rub�n Dar�o (l�nea 5).  Bus: 7, 147, 40.  Aparcamiento: calle Almagro 11.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a030f39b5c598510VgnVCM2000001f4a900aRCRD	ZURBANO	CALLE	V	29	2	Izquierda			MADRID	MADRID	28010	ALMAGRO	CHAMBERI	441171	4475861	40.4313099318025	-3.693570096673511		913 105 256		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7943	Consulado de Marruecos				Metro: Cruz del Rayo (l�nea 9), Concha Espina (l�nea 9).  Bus: 16, 19, 51, 7.  Bicimad: Estaci�n 147 (avenida del Doctor Arce, 45).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=242ef3216571c010VgnVCM1000000b205a0aRCRD	LEIZARAN	CALLE	V	31					MADRID	MADRID	28002	EL VISO	CHAMARTIN	442278	4477681	40.44778292174744	-3.6806852423855867	912 109 300	912 049 547	consuladomarr.madrid@gmail.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
10197971	Consulado de Mongolia				Metro: Santiago Bernabeu (l�nea 10), Nuevos Ministerios (l�nea 6, 8, 10).  Bus: 126, 14, 147, 150, 27, 40, 120, 43.  Cercan�as Renfe: Nuevos Ministerios (l�neas C1, C2, C3, C4, C7, C8, C10).  Bicimad: Estaci�n 153 (avenida General Per�n, 36).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bf0f39b5c598510VgnVCM2000001f4a900aRCRD	CASTELLANA	PASEO	V	95	15				MADRID	MADRID	28046	CUATRO CAMINOS	TETUAN	441368	4478126	40.451727995161356	-3.6914567452654548	914 186 987			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
33216	Consulado de M�naco				Bus: 120, 122.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d4d059cb751c010VgnVCM2000000c205a0aRCRD	MADRO&amp;Ntilde;OS	AVENIDA	V	21	4	B			MADRID	MADRID	28043	PIOVERA	HORTALEZA	445231	4478438	40.454801307058105	-3.6459264433419185	913 002 406		philippeguillaumet@gmail.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
169933	Consulado de Nicaragua				Metro: Arturo Soria (l�nea 4) y Esperanza (l�nea 4).  Bus: 120, 122.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d07085f5181c010VgnVCM1000000b205a0aRCRD	PUERTO DE SANTA MARIA	CALLE	V	73		B			MADRID	MADRID	28043	CANILLAS	HORTALEZA	444684	4478943	40.45931841429917	-3.6524238447949635	915 555 510 / 915 555 513	915 555 737		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
61823	Consulado de Om�n				Metro: Cuzco (l�nea 10), Colombia (l�neas 8 y 9). Bus: 11, 40, 150, 14. Bicimad: Estaci�n 158 (avenida Alberto Alcocer, 22).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5bc8ed67151c010VgnVCM2000000c205a0aRCRD	LIGULA	CALLE	V	6	2�	H			MADRID	MADRID	28036	HISPANOAMERICA	CHAMARTIN	442018	4478799	40.45783627847188	-3.683853173977557	914 586 261 / 914 586 081			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
169935	Consulado de Panam�				Metro: Ventura Rodriguez (l�nea 3), Arg&amp;uuml;elles (l�neas 3, 4 y 6). Bus: 62, 74. Bicimad: Estaci�n 113 (paseo Pintor Rosales, 38).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0027085f5181c010VgnVCM1000000b205a0aRCRD	PINTOR ROSALES	PASEO	V	30					MADRID	MADRID	28008	ARGUELLES	MONCLOA-ARAVACA	438954	4475413	40.42711440647153	-3.719662687079779	915 765 001 / 915 767 668			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
5758671	Consulado de Paraguay				Metro: Colombia (l�neas 8, 9). Bus: 11, 40, 150, 14.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65e91ebe1f5c9210VgnVCM2000000c205a0aRCRD	ALBERTO ALCOCER	AVENIDA	V	45	1				MADRID	MADRID	28016	NUEVA ESPA�A	CHAMARTIN	442396	4478908	40.4588444878455	-3.679405144214614	913 082 746 / 913 085 319	913 084 905	consuladogmpy@yahoo.es	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7944	Consulado de Per�				Metro: Ventura Rodr�guez (l�nea 3), Arg&amp;uuml;elles (l�nea 3, 4 y 6). Bus: 62, 74. Bicimad: Estaci�n 113 (paseo Pintor Rosales, 38).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b63ef3216571c010VgnVCM1000000b205a0aRCRD	PINTOR ROSALES	PASEO	V	30					MADRID	MADRID	28008	ARGUELLES	MONCLOA-ARAVACA	438954	4475413	40.42711354506284	-3.719659854297127	915 629 022 / 915 629 012	915 629 111	info@consuladoperumadrid.org	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7952	Consulado de Reino Unido de Gran Breta�a e Irlanda del Norte				Metro: Bego�a (l�nea 10). Bus: 124, 134, 135, 173, 175, 176, 178, 67, 147, 174, 66.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db5ef3216571c010VgnVCM1000000b205a0aRCRD	CASTELLANA	PASEO	V	259				D Torre Espacio	MADRID	MADRID	28046	LA PAZ	FUENCARRAL-EL PARDO	441744	4480809	40.47592404926307	-3.6872691224974417	917 146 400	917 146 401		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
5328095	Consulado de Rep�blica Centroafricana						3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6213211ea9e21210VgnVCM2000000c205a0aRCRD	SANTA ELVIRA	CALLE	V	25					MADRID	MADRID	28023	ARAVACA	MONCLOA-ARAVACA	432706	4478702	40.45626059848089	-3.7936614755018385	917 151 607			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
78153	Consulado de Rep�blica Dominicana				Metro: Santiago Bernabeu (l�nea 10), Nuevos Ministerios (l�nea 6, 8, 10). Bus: 126, 147, 150, 27, 40, 14, 120. Cercan�as: Nuevos Ministerios (C1, C2, C3, C4, C7, C8, C10). Bicimad: Estaci�n 150 (Paseo de la Castellana, 124).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78cc8ed67151c010VgnVCM2000000c205a0aRCRD	CASTELLANA	PASEO	V	128	1				MADRID	MADRID	28046	EL VISO	CHAMARTIN	441470	4477926	40.449933495141345	-3.6902354909034027	914 315 321 / 914 350 227	915 761 168	info@consuladordmadrid.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
5758707	Consulado de Salomon				Metro: Rep�blica Argentina (l�nea 6), Avenida de Am�rica (l�neas 4, 6, 7, 9) Bus: 9, 16, 19, 51. Bicimad: Estaci�n 140 (calle Vel�zquez, 130).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91f11ebe1f5c9210VgnVCM2000000c205a0aRCRD	PEDRO DE VALDIVIA	CALLE	V	19		H			MADRID	MADRID	28006	EL VISO	CHAMARTIN	441959	4476747	40.43934680317712	-3.6843614486771425	917 823 301	915 615 304		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
21156	Consulado de San Marino				Metro: Alonso Mart�nez (l�neas 4, 5, 10), Col�n (l�nea 4). Bus: 14, 150, 27, 45, 5. Bicimad: Estaci�n 104 (paseo de la Castellana, 4).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8197d448b51c010VgnVCM2000000c205a0aRCRD	CASTELLANA	PASEO	V	13	3				MADRID	MADRID	28046	ALMAGRO	CHAMBERI	441447	4475484	40.42793321049834	-3.690281666974233	913 193 562			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
169940	Consulado de Senegal				Metro: Esperanza (l�nea 4). Bus: 120, 122.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2547085f5181c010VgnVCM1000000b205a0aRCRD	PALERMO	CALLE	V	13					MADRID	MADRID	28043	CANILLAS	HORTALEZA	444908	4479134	40.459169743269854	-3.6510665185268176	913 095 200	913 090 087	consulsene.madrid@gmail.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
47055	Consulado de Seychelles				Metro: Avenida de Am�rica (l�neas 4, 6, 7 y 9). Bus: 12, 19, 51, 9, 16, 29, 52, C1. Bicimad: Estaci�n 140 (calle Vel�zquez, 130).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71f97589f451c010VgnVCM1000000b205a0aRCRD	NU�EZ DE BALBOA	CALLE	V	120					MADRID	MADRID	28006	EL VISO	CHAMARTIN	442192	4476627	40.43828714181301	-3.681593093967624	913 101 907	913 195 189		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7053646	Consulado de Sierra Leona				Metro: Ibiza (l�nea 9), Sainz de Baranda (l�nea 6, 9). Bus: 2, 15, 215, 26, 61, 63, C2. Bicimad: Estaci�n 71 (calle Doce de Octubre, 28).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fc541890df00410VgnVCM2000000c205a0aRCRD	IBIZA	CALLE	V	38	7	A			MADRID	MADRID	28009	IBIZA	RETIRO	442819	4474372	40.4180111765594	-3.674008230633587	637 310 810		adc@consuladosierraleonamadrid.es	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
169957	Consulado de Uruguay				Metro: Arg&amp;uuml;elles (l�neas 3, 4, 6), Ventura Rodr�guez (l�nea 3)  Bus: 62, 74.  Bicimad: Estaci�n 113 (paseo Pintor Rosales, 38).  Aparcamiento: Marqu�s de Urquijo (63), entre calle Prinicesa y Juan �lvarez Mendiz.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b757085f5181c010VgnVCM1000000b205a0aRCRD	PINTOR ROSALES	PASEO	V	32	8				MADRID	MADRID	28008	ARGUELLES	MONCLOA-ARAVACA	438937	4475436	40.42732035257515	-3.7198652917862693	915 482 282 / 915 412 402	917 581 061	cgmadrid@mrree.gub.uy	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
11077598	Consulado de Uzbekist�n						3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd380939cf6be610VgnVCM1000001d4a900aRCRD	RINCONADA	PASEO	V	13					MADRID	MADRID	28023	ARAVACA	MONCLOA-ARAVACA	435374	4478704	40.45649311653234	-3.762194875331058	913 078 191			/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
6443765	Consulado de Venezuela				Metro: Plaza de Castilla (l�neas 1, 9, 10), Duque de Pastrana (l�nea 9).  Bus: 150.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=031aa95c6f977310VgnVCM1000000b205a0aRCRD	APOLONIO MORALES	CALLE	V	3					MADRID	MADRID	28036	NUEVA ESPA�A	CHAMARTIN	441998	4479425	40.4634741663274	-3.6841462506645555	913 532 991	911 730 470		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
4638299	Embajada de Afganistan				Bus: 133.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6e795cbb83f4110VgnVCM1000000b205a0aRCRD	MORALZARZAL	CALLE	V	44					MADRID	MADRID	28034	MIRASIERRA	FUENCARRAL-EL PARDO	440135	4482448	40.49067	-3.70641	917 218 581	917 216 832	madrid@mfa.af	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
17845	Embajada de Albania				Metro: Serrano (l�nea 4).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estaci�n 87 (Calle Ayala 44).  Aparcamiento: Vel�zquez Ayala (42), calle Vel�zquez y Calle Ayala.	Otros correos electr�nicos de inter�s:    cancilleria@albania.e.telefonica.net   secretaria@albania.e.telefonica.net	3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a68c7d448b51c010VgnVCM2000000c205a0aRCRD	LAGASCA	CALLE	V	68	1.�	D			MADRID	MADRID	28001	RECOLETOS	SALAMANCA	441898	4475482	40.42794681518573	-3.684965004278467	915 626 985 / 915 612 118	915 613 775	embassy.madrid@mfa.gov.al	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
